timestamp,hour_of_day,day_of_year,irradiance_Wpm2,ambient_T_C,humidity_pct,wind_speed_mps,V_rms_a_V,V_rms_b_V,V_rms_c_V,V_unbalance_pct,I_rms_a_A,I_rms_b_A,I_rms_c_A,I_neutral_A,P_active_kW,Q_reactive_kVAR,S_apparent_kVA,power_factor,freq_Hz,freq_dev_Hz,RoCoF_Hz_per_s,V_THD_pct,I_THD_pct,harm_5th_pct,harm_7th_pct,harm_11th_pct,harm_13th_pct,PV_kW,wind_kW,RE_penetration_pct,batt_SOC_pct,batt_SOH_pct,batt_V_V,batt_I_A,batt_T_C,batt_P_kW,load_kW,nonlinear_load_frac,grid_connected,APF_on,ESS_on,AI_control_on,fault_flag,operating_scenario,IEEE_519_compliance,stability_label,energy_cost_BDT,cum_cost_BDT,source
2026-06-12 01:40:00,1.6666666666666665,163,51.1,32.37,67.3,5.21,227.21,235.34,228.62,2.153,128.558,124.942,120.932,-0.021,45.77,19.676,49.82,0.919,50.0162,0.0162,9e-05,2.141,4.008,2.207,1.41,0.915,0.696,0.0,0.734,1.64,56.55,99.92,403.28,22.699,38.66,9.154,44.838,0.15,True,False,False,False,False,wind_only_20pct,PASS,0,9.154,176592.41,SYNTHETIC_GENERATOR_v1
2026-06-12 01:41:00,1.6833333333333333,163,97.0,31.88,68.5,5.99,226.35,223.43,235.19,2.987,124.374,126.56,128.966,0.774,35.845,31.975,48.034,0.746,50.0052,0.0052,-0.0002,4.01,6.221,3.461,2.513,1.418,1.144,1.258,1.346,6.02,68.73,99.875,409.36,17.513,39.98,7.169,43.231,0.55,True,False,False,False,False,hybrid_with_nonlinear_loads,MARGINAL,1,7.169,176599.58,SYNTHETIC_GENERATOR_v1
2026-06-12 01:42:00,1.7,163,15.1,32.5,67.6,4.97,225.27,232.82,226.62,1.992,109.385,105.038,112.998,-0.233,38.043,18.925,42.491,0.895,49.9921,-0.0079,-0.0001,1.578,2.527,1.163,0.959,0.467,0.452,0.175,0.677,2.23,69.07,99.949,409.54,18.579,38.01,7.609,38.241,0.25,True,False,False,False,False,hybrid_PV_wind_50pct,PASS,0,7.609,176607.19,SYNTHETIC_GENERATOR_v1
2026-06-12 01:43:00,1.7166666666666668,163,61.2,32.53,61.7,4.9,227.84,225.09,236.14,2.804,131.672,141.686,128.122,0.161,46.818,23.237,52.268,0.896,49.9926,-0.0074,0.00023,1.678,2.035,0.977,0.807,0.526,0.405,0.0,0.642,1.37,64.13,99.959,407.07,23.003,37.86,9.364,47.041,0.15,True,False,False,False,False,wind_only_20pct,PASS,1,9.364,176616.55,SYNTHETIC_GENERATOR_v1
2026-06-12 01:44:00,1.7333333333333334,163,0.0,31.27,76.4,4.57,223.65,230.75,232.15,2.263,101.464,108.674,105.936,-0.014,38.759,17.096,42.362,0.915,50.0195,0.0195,-0.00036,2.367,3.589,1.921,1.479,0.874,0.607,0.0,0.0,0.0,84.05,99.928,417.03,18.588,37.3,7.752,38.126,0.1,True,False,False,False,False,base_case_no_RE,PASS,0,7.752,176624.3,SYNTHETIC_GENERATOR_v1
2026-06-12 01:45:00,1.75,163,3.3,31.62,73.0,3.56,230.87,233.85,227.06,1.535,97.246,98.004,100.5,-1.82,37.18,15.15,40.148,0.926,49.9495,-0.0505,-0.00021,0.252,0.986,0.706,0.445,0.335,0.136,0.036,0.236,0.75,51.92,99.98,400.96,92.726,36.69,37.18,36.133,0.55,True,True,True,False,False,hybrid_with_ESS_mitigation,PASS,0,7.436,176631.74,SYNTHETIC_GENERATOR_v1
2026-06-12 01:46:00,1.7666666666666666,163,0.4,31.81,79.1,5.71,231.76,232.66,232.55,0.245,112.866,112.778,113.075,0.182,40.392,22.171,46.077,0.877,49.9943,-0.0057,0.00023,2.012,2.792,1.565,0.959,0.633,0.44,0.0,0.891,2.15,57.52,99.944,403.76,20.008,37.43,8.078,41.47,0.15,True,False,False,False,False,wind_only_20pct,PASS,0,8.078,176639.82,SYNTHETIC_GENERATOR_v1
2026-06-12 01:47:00,1.7833333333333332,163,19.4,30.6,57.2,4.66,232.62,230.53,224.66,2.004,134.066,130.666,126.179,1.903,39.128,33.141,51.277,0.763,49.9773,-0.0227,-0.00019,3.363,4.952,2.7,1.731,0.921,0.873,0.273,0.678,2.06,73.29,99.901,411.65,19.011,37.57,7.826,46.15,0.55,True,False,False,False,False,hybrid_with_nonlinear_loads,PASS,0,7.826,176647.64,SYNTHETIC_GENERATOR_v1
2026-06-12 01:48:00,1.8,163,57.9,31.6,50.5,5.2,233.23,226.91,226.07,1.954,98.683,100.21,93.545,-1.151,34.095,17.513,38.33,0.89,49.971,-0.029,0.00019,1.524,2.243,1.354,0.913,0.523,0.35,0.0,0.563,1.63,58.66,99.955,404.33,16.865,37.01,6.819,34.497,0.15,True,False,False,False,False,wind_only_20pct,PASS,0,6.819,176654.46,SYNTHETIC_GENERATOR_v1
2026-06-12 01:49:00,1.8166666666666667,163,0.0,31.44,61.7,1.96,234.99,232.56,228.51,1.526,95.832,96.355,92.59,-2.692,28.528,23.794,37.148,0.768,50.0001,0.0001,0.00022,3.135,4.725,2.583,1.782,1.125,0.809,0.0,0.036,0.11,76.65,99.905,413.32,13.804,38.23,5.706,33.433,0.55,False,False,False,False,False,hybrid_with_nonlinear_loads,PASS,0,5.706,176660.17,SYNTHETIC_GENERATOR_v1
2026-06-12 01:50:00,1.8333333333333335,163,0.0,31.05,65.5,4.97,230.03,230.43,229.84,0.144,124.168,125.273,123.268,-0.29,44.755,19.043,48.638,0.92,49.9975,-0.0025,-0.00018,1.282,2.276,1.112,0.762,0.446,0.543,0.0,0.0,0.0,55.81,99.954,402.9,22.216,36.47,8.951,43.774,0.1,True,False,False,False,False,base_case_no_RE,PASS,0,8.951,176669.12,SYNTHETIC_GENERATOR_v1
2026-06-12 01:51:00,1.85,163,0.0,31.63,68.3,4.57,227.7,222.72,228.08,1.497,115.051,121.998,121.229,-0.441,43.125,20.487,47.744,0.903,49.9783,-0.0217,-0.00045,2.093,2.955,1.763,1.083,0.558,0.382,0.0,0.0,0.0,68.06,99.941,409.03,21.087,37.33,8.625,42.97,0.15,True,False,False,False,False,PV_only_20pct,PASS,0,8.625,176677.74,SYNTHETIC_GENERATOR_v1
2026-06-12 01:52:00,1.8666666666666667,163,0.0,30.89,42.3,5.99,232.7,225.3,228.6,1.665,94.619,90.278,93.545,0.177,36.769,5.239,37.141,0.99,49.943,-0.057,1e-05,0.1,0.54,0.084,0.062,0.111,0.169,0.0,1.246,3.73,59.03,99.989,404.51,90.897,35.91,36.769,33.427,0.55,True,True,True,True,False,AI_optimized_control,PASS,0,7.354,176685.1,SYNTHETIC_GENERATOR_v1
2026-06-12 01:53:00,1.8833333333333333,163,13.8,30.5,53.7,4.37,232.11,230.03,236.26,1.503,110.412,116.883,110.085,2.494,39.993,23.591,46.432,0.861,49.979,-0.021,0.00057,2.109,3.15,1.45,1.463,0.662,0.562,0.0,0.805,1.93,61.49,99.937,405.75,19.713,36.3,7.999,41.789,0.2,True,False,False,False,False,wind_only_40pct,PASS,0,7.999,176693.1,SYNTHETIC_GENERATOR_v1
2026-06-12 01:54:00,1.9,163,13.0,29.98,55.4,4.54,229.73,226.7,231.67,1.159,129.782,123.719,120.85,-0.039,44.013,22.714,49.528,0.889,50.011,0.011,-7e-05,2.384,3.892,2.011,1.463,0.813,0.584,0.178,0.604,1.75,76.9,99.922,413.45,21.29,36.19,8.803,44.575,0.25,True,False,False,False,False,hybrid_PV_wind_50pct,PASS,0,8.803,176701.9,SYNTHETIC_GENERATOR_v1
2026-06-12 01:55:00,1.9166666666666665,163,3.5,30.36,68.0,3.71,227.48,223.73,228.29,1.204,94.019,95.062,95.395,-1.035,33.939,15.868,37.465,0.906,49.9712,-0.0288,1e-05,1.348,1.716,0.678,0.565,0.326,0.28,0.058,0.0,0.17,72.69,99.966,411.35,16.502,35.6,6.788,33.719,0.15,True,False,False,False,False,PV_only_40pct,PASS,0,6.788,176708.69,SYNTHETIC_GENERATOR_v1
2026-06-12 01:56:00,1.9333333333333333,163,0.0,30.64,49.0,4.54,233.0,232.46,230.45,0.663,106.055,102.008,109.014,0.571,38.835,14.14,41.33,0.94,50.0125,0.0125,0.00041,1.525,1.86,1.049,0.838,0.516,0.387,0.0,0.403,1.08,87.52,99.963,418.76,18.548,35.92,7.767,37.197,0.15,True,False,False,False,False,wind_only_20pct,PASS,0,7.767,176716.45,SYNTHETIC_GENERATOR_v1
2026-06-12 01:57:00,1.95,163,80.9,31.37,70.9,4.4,231.57,233.61,232.74,0.464,112.109,117.399,117.664,3.592,40.745,20.4,45.567,0.894,50.0201,0.0201,-0.00025,2.068,3.316,1.84,1.176,0.642,0.632,0.6,0.303,2.2,68.31,99.934,409.16,19.917,37.25,8.149,41.01,0.2,True,False,False,False,False,hybrid_PV_wind_30pct,PASS,0,8.149,176724.6,SYNTHETIC_GENERATOR_v1
2026-06-12 01:58:00,1.9666666666666668,163,13.0,31.52,49.2,5.3,232.04,229.52,228.88,0.823,114.422,122.924,122.014,1.256,41.283,23.307,47.408,0.871,49.9829,-0.0171,-0.00026,2.109,3.434,1.926,1.345,0.733,0.439,0.101,0.55,1.53,69.42,99.931,409.71,20.152,37.47,8.257,42.667,0.2,True,False,False,False,False,hybrid_PV_wind_30pct,PASS,0,8.257,176732.86,SYNTHETIC_GENERATOR_v1
2026-06-12 01:59:00,1.9833333333333334,163,0.0,30.94,55.2,4.38,230.03,232.67,230.73,0.662,117.72,118.726,115.695,-1.113,40.97,21.16,46.112,0.888,49.9889,-0.0111,-0.00011,1.183,1.319,0.494,0.581,0.193,0.298,0.0,0.0,0.0,55.62,99.973,402.81,20.342,36.08,8.194,41.501,0.15,True,False,False,False,False,PV_only_20pct,PASS,0,8.194,176741.05,SYNTHETIC_GENERATOR_v1
2026-06-12 02:00:00,2.0,163,4.0,31.65,51.2,2.83,230.46,227.64,227.88,0.782,112.818,110.128,111.496,0.816,40.134,19.232,44.504,0.902,49.9697,-0.0303,-0.00019,2.167,3.417,1.836,1.198,0.719,0.637,0.039,0.0,0.1,85.2,99.932,417.6,19.221,37.58,8.027,40.054,0.15,True,False,False,False,False,PV_only_20pct,PASS,0,8.027,176749.08,SYNTHETIC_GENERATOR_v1
2026-06-12 02:01:00,2.0166666666666666,163,44.7,31.45,66.5,4.11,233.85,228.54,223.6,2.255,103.503,97.483,104.433,0.171,35.908,17.706,40.036,0.897,49.9665,-0.0335,0.00041,1.835,3.39,1.756,1.413,0.851,0.588,0.779,0.0,2.16,81.02,99.932,415.51,17.284,37.37,7.182,36.032,0.15,True,False,False,False,False,PV_only_40pct,PASS,0,7.182,176756.26,SYNTHETIC_GENERATOR_v1
2026-06-12 02:02:00,2.033333333333333,163,12.8,30.7,72.7,5.27,232.37,233.68,227.53,1.591,93.904,89.144,93.664,1.724,34.198,13.234,36.669,0.933,50.0192,0.0192,-6e-05,1.373,1.734,1.037,0.614,0.411,0.312,0.0,0.558,1.69,70.94,99.965,410.47,16.663,35.94,6.84,33.002,0.15,True,False,False,False,False,wind_only_20pct,PASS,0,6.84,176763.1,SYNTHETIC_GENERATOR_v1
2026-06-12 02:03:00,2.05,163,0.0,30.64,87.9,3.75,226.87,229.63,232.57,1.252,124.827,119.739,121.774,1.008,47.117,11.421,48.482,0.972,49.9598,-0.0402,-0.00077,0.944,1.983,1.226,0.567,0.49,0.39,0.0,0.0,0.0,58.37,99.96,404.18,23.315,35.96,9.423,43.633,0.1,True,False,False,False,False,base_case_no_RE,PASS,0,9.423,176772.52,SYNTHETIC_GENERATOR_v1
2026-06-12 02:04:00,2.066666666666667,163,105.8,31.94,68.1,7.08,226.41,233.12,226.9,1.874,125.258,126.282,125.903,0.58,49.589,7.066,50.09,0.99,49.9262,-0.0738,0.00031,0.1,0.49,0.102,0.193,-0.037,0.068,1.715,2.772,9.95,74.45,99.99,412.23,120.297,36.95,49.589,45.081,0.55,True,True,True,True,False,AI_optimized_control,PASS,1,9.918,176782.44,SYNTHETIC_GENERATOR_v1
2026-06-12 02:05:00,2.0833333333333335,163,27.7,30.86,61.7,7.61,230.2,224.25,231.15,1.861,114.618,112.907,110.349,0.532,39.344,22.01,45.082,0.873,49.9964,-0.0036,0.00052,1.554,3.119,1.707,0.94,0.62,0.642,0.274,0.0,0.67,74.93,99.937,412.46,19.078,36.64,7.869,40.574,0.15,True,False,False,False,False,PV_only_20pct,PASS,0,7.869,176790.31,SYNTHETIC_GENERATOR_v1
2026-06-12 02:06:00,2.1,163,0.0,32.2,58.3,4.25,237.21,234.86,224.42,3.367,109.54,110.373,113.207,-0.959,40.03,18.354,44.038,0.909,49.9885,-0.0115,-0.0001,1.323,1.541,0.988,0.468,0.36,0.351,0.0,0.0,0.0,74.92,99.969,412.46,19.411,37.39,8.006,39.634,0.1,True,False,False,False,False,base_case_no_RE,PASS,1,8.006,176798.32,SYNTHETIC_GENERATOR_v1
2026-06-12 02:07:00,2.1166666666666667,163,0.0,30.37,66.6,6.24,227.7,225.52,228.04,0.682,121.017,114.631,115.295,0.07,43.337,18.368,47.068,0.921,49.984,-0.016,0.00021,2.175,3.579,2.059,1.223,0.701,0.543,0.0,1.191,2.81,76.91,99.928,413.46,20.963,36.4,8.667,42.362,0.15,True,False,False,False,False,wind_only_20pct,PASS,0,8.667,176806.98,SYNTHETIC_GENERATOR_v1
2026-06-12 02:08:00,2.1333333333333333,163,41.3,30.96,91.2,4.31,231.97,232.81,236.69,1.245,108.772,107.25,103.8,-1.081,38.068,18.42,42.29,0.9,50.0142,0.0142,0.00032,1.677,2.831,1.47,1.15,0.614,0.424,0.286,0.265,1.45,66.83,99.943,408.41,18.642,36.6,7.614,38.061,0.2,True,False,False,False,False,hybrid_PV_wind_30pct,PASS,0,7.614,176814.6,SYNTHETIC_GENERATOR_v1
2026-06-12 02:09:00,2.15,163,77.6,30.18,54.7,4.66,226.44,232.2,228.05,1.436,116.338,119.235,117.974,-0.65,44.777,14.035,46.925,0.954,50.0222,0.0222,7e-05,1.384,1.87,1.311,0.756,0.519,0.325,0.0,0.0,0.0,80.02,99.962,415.01,21.578,35.46,8.955,42.232,0.1,True,False,False,False,False,base_case_no_RE,PASS,0,8.955,176823.55,SYNTHETIC_GENERATOR_v1
2026-06-12 02:10:00,2.1666666666666665,163,27.1,29.87,84.9,7.19,231.62,233.51,229.9,0.797,115.353,122.374,116.13,1.724,41.501,21.826,46.89,0.885,50.0223,0.0223,-0.00039,1.7,2.315,1.277,0.916,0.429,0.245,0.0,3.629,8.6,71.56,99.954,410.78,20.206,35.3,8.3,42.201,0.2,True,False,False,False,False,wind_only_40pct,PASS,0,8.3,176831.85,SYNTHETIC_GENERATOR_v1
2026-06-12 02:11:00,2.183333333333333,163,36.8,30.63,73.0,5.44,226.47,227.15,228.28,0.426,126.031,122.175,123.593,1.651,42.037,23.541,48.18,0.873,49.9751,-0.0249,-0.00033,1.311,2.129,1.189,0.918,0.509,0.474,0.0,0.807,1.86,70.07,99.957,410.03,20.504,36.0,8.407,43.362,0.15,True,False,False,False,False,wind_only_20pct,PASS,0,8.407,176840.26,SYNTHETIC_GENERATOR_v1
2026-06-12 02:12:00,2.2,163,38.3,31.45,56.2,4.47,231.19,227.35,222.0,2.108,109.979,106.703,111.375,1.673,38.621,20.508,43.728,0.883,49.9833,-0.0167,6e-05,1.909,2.688,1.65,0.964,0.733,0.457,0.0,0.408,1.04,72.25,99.946,411.13,18.788,37.03,7.724,39.355,0.15,True,False,False,False,False,wind_only_20pct,PASS,0,7.724,176847.99,SYNTHETIC_GENERATOR_v1
2026-06-12 02:13:00,2.216666666666667,163,0.3,30.61,65.0,5.56,229.38,234.58,224.6,2.199,115.761,114.992,110.331,0.47,40.925,19.559,45.359,0.902,49.9828,-0.0172,-0.00036,0.5,0.547,0.575,0.155,0.005,0.053,0.004,1.016,2.5,64.8,99.989,407.4,100.454,35.64,40.925,40.823,0.55,True,True,True,False,False,hybrid_with_ESS_mitigation,PASS,0,8.185,176856.17,SYNTHETIC_GENERATOR_v1
2026-06-12 02:14:00,2.2333333333333334,163,0.0,31.33,43.9,4.63,231.94,227.93,233.9,1.448,120.698,127.69,116.552,0.361,41.121,24.806,48.024,0.856,49.9398,-0.0602,-0.00014,2.424,3.858,1.704,1.504,0.841,0.693,0.0,0.373,0.86,57.68,99.923,403.84,20.365,37.52,8.224,43.221,0.2,True,False,False,False,False,hybrid_PV_wind_30pct,PASS,1,8.224,176864.39,SYNTHETIC_GENERATOR_v1
2026-06-12 02:15:00,2.25,163,0.0,30.43,70.4,3.66,230.43,231.91,229.48,0.569,142.393,142.363,140.581,0.455,50.067,23.546,55.328,0.905,49.966,-0.034,-0.00013,0.473,0.362,0.21,0.09,0.044,0.158,0.0,0.354,0.71,70.24,99.993,410.12,122.08,35.44,50.067,49.795,0.55,True,True,True,False,False,hybrid_with_ESS_mitigation,PASS,0,10.013,176874.41,SYNTHETIC_GENERATOR_v1
2026-06-12 02:16:00,2.2666666666666666,163,47.7,31.74,50.9,4.74,229.17,233.74,234.06,1.373,115.948,114.163,119.462,1.979,45.215,6.443,45.672,0.99,49.9248,-0.0752,0.00027,0.1,0.302,0.284,0.031,0.03,-0.038,0.711,0.758,3.57,67.73,99.994,408.86,110.587,36.75,45.215,41.105,0.55,True,True,True,True,False,AI_optimized_control,PASS,1,9.043,176883.45,SYNTHETIC_GENERATOR_v1
2026-06-12 02:17:00,2.283333333333333,163,35.2,30.42,65.5,4.26,234.99,232.02,236.16,1.03,110.694,105.232,113.51,0.201,38.34,18.267,42.469,0.903,49.9985,-0.0015,0.00055,2.187,3.569,2.001,1.426,0.768,0.718,0.0,0.343,0.9,81.21,99.928,415.6,18.45,36.43,7.668,38.222,0.15,True,False,False,False,False,wind_only_20pct,PASS,0,7.668,176891.12,SYNTHETIC_GENERATOR_v1
2026-06-12 02:18:00,2.3,163,0.0,31.77,63.2,5.69,234.53,228.9,230.26,1.434,113.589,118.116,121.391,2.101,42.012,20.257,46.64,0.901,49.9906,-0.0094,8e-05,0.775,1.226,0.701,0.385,0.216,0.14,0.0,1.118,2.66,71.53,99.975,410.76,102.277,36.89,42.012,41.976,0.55,True,True,True,False,False,hybrid_with_ESS_mitigation,PASS,0,8.402,176899.52,SYNTHETIC_GENERATOR_v1
2026-06-12 02:19:00,2.3166666666666664,163,0.0,30.9,68.9,4.56,227.41,232.32,231.42,1.291,110.256,110.955,107.198,-0.031,38.098,19.406,42.755,0.891,50.0083,0.0083,-0.00044,1.804,2.265,1.298,0.765,0.541,0.312,0.0,0.422,1.1,70.82,99.955,410.41,18.566,36.31,7.62,38.48,0.15,True,False,False,False,False,wind_only_20pct,PASS,0,7.62,176907.14,SYNTHETIC_GENERATOR_v1
2026-06-12 02:20:00,2.3333333333333335,163,10.4,30.23,59.0,6.02,227.32,231.49,229.79,0.963,125.138,131.461,126.38,0.991,49.519,7.056,50.019,0.99,49.9381,-0.0619,-0.00028,0.1,0.1,0.074,0.109,0.004,-0.026,0.172,1.701,4.16,66.19,99.998,408.1,121.34,35.23,49.519,45.017,0.55,True,True,True,True,False,AI_optimized_control,PASS,1,9.904,176917.04,SYNTHETIC_GENERATOR_v1
2026-06-12 02:21:00,2.35,163,0.0,30.31,69.2,3.77,225.82,228.13,223.6,0.992,128.19,130.581,130.157,0.661,51.187,7.294,51.704,0.99,49.9743,-0.0257,3e-05,0.1,0.402,0.134,0.189,-0.022,-0.02,0.0,0.434,0.93,76.79,99.992,413.4,123.82,35.32,51.187,46.533,0.55,True,True,True,True,False,AI_optimized_control,PASS,0,10.237,176927.28,SYNTHETIC_GENERATOR_v1
2026-06-12 02:22:00,2.3666666666666667,163,0.0,31.03,59.9,3.04,231.43,225.41,224.59,1.864,103.795,97.852,99.507,0.709,37.072,16.308,40.5,0.915,49.9417,-0.0583,8e-05,1.129,1.536,1.069,0.608,0.331,0.293,0.0,0.149,0.41,78.84,99.969,414.42,89.455,36.22,37.072,36.45,0.55,True,True,True,False,False,hybrid_with_ESS_mitigation,PASS,0,7.414,176934.7,SYNTHETIC_GENERATOR_v1
2026-06-12 02:23:00,2.3833333333333333,163,7.9,30.1,60.8,5.89,229.05,231.82,231.23,0.716,108.348,110.572,114.234,1.455,39.27,19.373,43.789,0.897,49.9845,-0.0155,0.00038,1.146,2.249,1.218,1.018,0.525,0.535,0.096,1.165,3.2,59.74,99.955,404.87,96.994,35.5,39.27,39.41,0.55,True,True,True,False,False,hybrid_with_ESS_mitigation,PASS,0,7.854,176942.55,SYNTHETIC_GENERATOR_v1
2026-06-12 02:24:00,2.4,163,0.0,30.93,70.0,4.73,227.0,229.81,226.85,0.836,113.035,101.825,103.072,2.828,37.876,16.887,41.47,0.913,49.9873,-0.0127,-1e-05,1.568,2.348,1.368,0.835,0.541,0.42,0.0,0.0,0.0,76.92,99.953,413.46,18.322,36.37,7.575,37.323,0.1,True,False,False,False,False,base_case_no_RE,PASS,0,7.575,176950.13,SYNTHETIC_GENERATOR_v1
2026-06-12 02:25:00,2.4166666666666665,163,48.0,30.3,47.4,7.25,231.69,225.81,229.72,1.419,124.518,121.851,122.674,0.4,40.763,27.479,49.16,0.829,49.9827,-0.0173,9e-05,2.149,2.966,1.922,1.248,0.704,0.426,0.387,1.462,4.18,67.98,99.941,408.99,19.933,36.01,8.153,44.244,0.2,False,False,False,False,False,hybrid_PV_wind_30pct,PASS,0,8.153,176958.28,SYNTHETIC_GENERATOR_v1
2026-06-12 02:26:00,2.4333333333333336,163,0.0,30.06,66.9,4.65,228.87,232.5,232.46,1.049,135.859,145.64,148.586,1.229,48.134,29.531,56.471,0.852,49.9978,-0.0022,-1e-05,2.575,4.073,2.273,1.436,0.941,0.703,0.0,0.74,1.46,68.05,99.918,409.03,23.536,36.39,9.627,50.824,0.25,True,False,False,False,False,hybrid_PV_wind_50pct,PASS,0,9.627,176967.91,SYNTHETIC_GENERATOR_v1
2026-06-12 02:27:00,2.45,163,29.3,30.18,55.6,4.72,230.96,231.59,234.63,0.972,112.647,115.193,112.362,-0.036,35.6,29.518,46.245,0.77,49.9813,-0.0187,-2e-05,2.904,3.771,2.002,1.426,0.686,0.676,0.371,0.632,2.41,63.82,99.924,406.91,17.498,36.32,7.12,41.621,0.55,True,False,False,False,False,hybrid_with_nonlinear_loads,PASS,0,7.12,176975.03,SYNTHETIC_GENERATOR_v1
2026-06-12 02:28:00,2.466666666666667,163,3.8,29.73,57.1,5.26,233.46,238.62,223.89,3.52,108.857,106.542,106.016,1.302,39.728,16.832,43.147,0.921,49.9953,-0.0047,-7e-05,1.618,2.917,1.719,1.001,0.563,0.466,0.0,0.656,1.69,80.73,99.941,415.37,19.129,35.41,7.946,38.832,0.15,True,False,False,False,False,wind_only_20pct,PASS,1,7.946,176982.97,SYNTHETIC_GENERATOR_v1
2026-06-12 02:29:00,2.4833333333333334,163,92.5,30.72,47.2,3.7,227.61,227.87,227.69,0.063,118.256,124.923,122.153,0.893,43.872,22.054,49.103,0.893,49.9732,-0.0268,0.00012,2.351,3.673,1.861,1.468,0.729,0.74,1.974,0.0,4.47,76.96,99.926,413.48,21.221,36.8,8.774,44.193,0.15,False,False,False,False,False,PV_only_40pct,PASS,0,8.774,176991.75,SYNTHETIC_GENERATOR_v1
2026-06-12 02:30:00,2.5,163,32.6,30.74,46.0,5.63,233.65,227.54,228.66,1.609,105.771,106.28,108.926,0.275,39.089,19.723,43.783,0.893,50.0099,0.0099,0.00015,1.068,1.656,1.195,0.617,0.441,0.354,0.312,0.0,0.79,73.68,99.967,411.84,18.982,35.96,7.818,39.404,0.15,True,False,False,False,False,PV_only_20pct,PASS,0,7.818,176999.56,SYNTHETIC_GENERATOR_v1
2026-06-12 02:31:00,2.5166666666666666,163,24.5,30.14,58.9,5.29,225.03,229.54,231.35,1.569,127.552,125.952,119.602,0.523,43.281,22.701,48.873,0.886,49.9913,-0.0087,-0.00055,2.31,3.61,1.886,1.617,0.837,0.619,0.0,0.754,1.71,84.85,99.928,417.43,20.737,36.18,8.656,43.986,0.15,True,False,False,False,False,wind_only_20pct,PASS,0,8.656,177008.22,SYNTHETIC_GENERATOR_v1
2026-06-12 02:32:00,2.533333333333333,163,22.3,30.1,63.4,3.39,231.36,229.02,229.85,0.559,104.366,99.276,103.966,1.391,40.149,5.721,40.555,0.99,49.9443,-0.0557,0.00025,0.1,0.21,0.214,0.129,0.062,0.002,0.298,0.246,1.49,69.86,99.996,409.93,97.942,35.1,40.149,36.499,0.55,True,True,True,True,False,AI_optimized_control,PASS,0,8.03,177016.25,SYNTHETIC_GENERATOR_v1
2026-06-12 02:33:00,2.55,163,125.0,29.65,67.7,6.28,227.13,219.41,227.95,2.355,112.852,104.06,107.122,3.794,36.249,18.204,40.563,0.894,50.0208,0.0208,-0.00015,2.164,4.119,2.405,1.547,0.93,0.986,0.827,0.785,4.41,69.37,99.917,409.68,17.696,36.01,7.25,36.507,0.2,False,False,False,False,False,hybrid_PV_wind_30pct,PASS,0,7.25,177023.5,SYNTHETIC_GENERATOR_v1
2026-06-12 02:34:00,2.5666666666666664,163,0.0,30.14,63.3,2.23,233.71,231.69,229.66,0.882,116.606,117.783,121.592,-0.106,47.161,6.72,47.638,0.99,49.9259,-0.0741,-0.00047,0.1,0.1,0.14,-0.039,0.103,-0.054,0.0,0.083,0.19,61.52,99.998,405.76,116.229,35.14,47.161,42.874,0.55,True,True,True,True,False,AI_optimized_control,PASS,1,9.432,177032.93,SYNTHETIC_GENERATOR_v1
2026-06-12 02:35:00,2.5833333333333335,163,9.8,30.78,69.5,4.0,227.48,228.41,228.91,0.341,105.858,107.883,108.465,-0.795,41.905,5.971,42.328,0.99,49.9649,-0.0351,0.00093,0.1,0.1,0.052,-0.053,0.033,-0.036,0.137,0.424,1.47,73.83,99.998,411.92,101.731,35.78,41.905,38.095,0.55,True,True,True,True,False,AI_optimized_control,PASS,0,8.381,177041.31,SYNTHETIC_GENERATOR_v1
2026-06-12 02:36:00,2.6,163,6.3,30.06,58.9,6.41,230.79,234.98,232.82,0.919,107.288,103.694,110.416,2.229,37.47,19.898,42.425,0.883,50.0373,0.0373,7e-05,1.524,3.089,1.81,0.949,0.675,0.692,0.059,0.0,0.15,48.79,99.938,399.4,18.763,35.82,7.494,38.183,0.15,True,False,False,False,False,PV_only_20pct,PASS,0,7.494,177048.81,SYNTHETIC_GENERATOR_v1
2026-06-12 02:37:00,2.6166666666666667,163,0.0,30.61,59.6,4.01,232.89,231.72,229.71,0.752,115.208,115.037,110.511,1.602,40.697,21.432,45.995,0.885,49.9736,-0.0264,-0.00025,0.847,1.78,0.842,0.577,0.522,0.435,0.0,0.616,1.49,64.66,99.964,407.33,19.982,35.86,8.139,41.395,0.2,True,False,False,False,False,wind_only_40pct,PASS,0,8.139,177056.95,SYNTHETIC_GENERATOR_v1
2026-06-12 02:38:00,2.6333333333333333,163,5.6,30.79,82.8,5.22,229.4,233.62,227.18,1.545,117.23,119.453,120.774,1.534,40.909,27.07,49.054,0.834,50.0076,0.0076,0.0001,2.485,3.843,2.358,1.51,0.772,0.647,0.075,0.908,2.23,89.61,99.923,419.8,19.49,36.97,8.182,44.149,0.25,True,False,False,False,False,hybrid_PV_wind_50pct,PASS,0,8.182,177065.13,SYNTHETIC_GENERATOR_v1
2026-06-12 02:39:00,2.65,163,61.0,29.7,72.9,5.27,225.39,228.42,232.5,1.623,113.45,120.513,114.652,2.058,43.796,18.301,47.466,0.923,49.9851,-0.0149,6e-05,1.32,1.745,0.641,0.608,0.288,0.334,0.793,0.904,3.97,60.58,99.965,405.29,108.061,34.94,43.796,42.719,0.55,True,True,True,False,False,hybrid_with_ESS_mitigation,PASS,0,8.759,177073.89,SYNTHETIC_GENERATOR_v1
