voltage_rms_V,current_rms_A,frequency_Hz,temperature_C,irradiance_Wm2,harmonic_3rd_pct,harmonic_5th_pct,harmonic_7th_pct,THD_voltage_pct,THD_current_pct,sensor_fault_flag,disturbance_type,disturbance_label,battery_degradation_rate,battery_capacity_loss_pct,economic_cost_BDT
230.23,14.11,50.016,15.09,0,2.39,1.08,0.79,2.74,3.12,0,None,0,0.00369,0.4451,5.53
228.96,14.44,50.001,16.97,0,2.75,0.89,0.4,2.91,3.57,0,None,0,0.00362,0.4452,5.43
229.72,15.4,50,15.34,0,1.84,0.86,0.43,2.08,2.5,0,None,0,0.00227,0.4452,3.4
230.62,14.76,49.955,13.47,0,3.13,1.71,0.71,3.64,3.68,0,None,0,0.0063,0.4453,9.46
231.52,15.25,49.971,15.47,0,1.89,0.91,1.01,2.33,2.95,0,None,0,0.00479,0.4454,7.18
227.8,15.07,50.01,15.17,39.8,2.5,1.06,0.6,2.78,2.64,0,None,0,0.00472,0.4455,7.08
230.01,14.47,49.984,15.88,0,3.16,1.62,0.56,3.59,3.55,0,None,0,0.00439,0.4456,6.59
232.41,14.55,49.993,15.38,0,2.08,1.5,0.26,2.58,2.3,0,None,0,0.00448,0.4457,6.72
229.64,14.81,49.997,14.73,0,1.18,1.86,0.51,2.26,2.06,0,None,0,0.00265,0.4458,3.97
231.4,14.72,49.98,13.85,0,2.05,1.39,0.42,2.52,2.03,0,None,0,0.00445,0.4458,6.68
230.74,14.46,49.971,14.66,0,1.63,0.96,0.61,1.99,1.9,0,None,0,0.00392,0.4459,5.88
231.43,14.25,49.952,14.14,24,1.84,2.02,0.22,2.74,2.61,0,None,0,0.00609,0.446,9.14
228.79,15.6,49.996,14.34,0,3.19,1.43,0.52,3.54,2.95,0,None,0,0.00455,0.4461,6.82
228.79,14.75,50.019,15.27,32.4,1.27,1.14,0.35,1.74,1.69,0,None,0,0.00345,0.4462,5.18
230.03,14.61,49.951,16.13,0,2.18,1.22,0.84,2.64,2.51,0,None,0,0.00512,0.4463,7.68
227.7,14.69,49.999,15.1,0,1.47,1.27,0.39,1.98,2.38,0,None,0,0.00352,0.4464,5.28
229.6,14.6,50.008,13.83,21.2,1.82,1.11,0.46,2.17,1.91,0,None,0,0.00286,0.4464,4.29
230.38,14.69,49.97,15.13,0,2.45,0.65,0.67,2.62,3.04,0,None,0,0.00435,0.4465,6.53
232.68,15.07,50.043,15.73,0,2.19,1.85,0.49,2.91,2.52,0,None,0,0.00679,0.4467,10.18
230.6,14.58,49.988,14.28,0,1.86,1.19,1.19,2.51,2.63,0,None,0,0.00349,0.4467,5.23
230.94,14.3,49.997,14.65,5.2,1.61,1.27,0.83,2.22,2.59,0,None,0,0.00298,0.4468,4.47
231.75,14.59,49.995,14.77,0,2.19,2.03,0.6,3.05,3.36,0,None,0,0.00443,0.4469,6.64
228.55,14.47,49.947,14.12,0,3.02,0.93,0.69,3.24,3.64,0,None,0,0.00684,0.447,10.26
229.75,15.19,50.03,15.26,24.6,1.46,1.46,0.01,2.07,1.87,0,None,0,0.00374,0.4471,5.61
233.64,15.15,49.971,14.64,41.5,3.15,0.88,0.91,3.39,4.12,0,None,0,0.0072,0.4472,10.8
229.88,14.69,49.993,15.07,0,2.72,1.33,0.73,3.11,3.97,0,None,0,0.00355,0.4473,5.32
231.67,14.22,50.018,14.02,0,2.82,1.28,0.58,3.15,2.77,0,None,0,0.00514,0.4474,7.71
231.45,14.3,50.044,14.37,11.8,2.19,1.52,0.74,2.76,3.44,0,None,0,0.0059,0.4475,8.84
227.78,14.78,49.968,15.3,27.7,2.7,1.68,0.77,3.28,3.27,0,None,0,0.00634,0.4476,9.51
230.47,14.72,49.987,14.42,0,1.39,0.97,0.5,1.77,2.03,0,None,0,0.00274,0.4477,4.11
230.22,14.59,50.041,16.09,0,1.6,1.77,0.7,2.48,2.61,0,None,0,0.0047,0.4478,7.05
230.49,14.48,50.014,14.39,0,2.46,1.79,0.86,3.16,3.79,0,None,0,0.00418,0.4479,6.27
228.87,14.58,50.02,14.88,28.1,2.18,1.1,0.71,2.54,2.09,0,None,0,0.00429,0.448,6.43
228.32,15.06,49.968,15.44,99.9,1.91,1.2,0.54,2.32,2.23,0,None,0,0.00499,0.4481,7.48
229.29,13.86,49.989,13.56,0,0.5,1,0.67,1.31,1.08,0,None,0,0.00234,0.4481,3.51
229.85,14.23,49.995,13.28,0,1.74,1.08,0.95,2.25,2.86,0,None,0,0.0026,0.4482,3.9
231.78,14.45,49.974,13.47,16.1,1.3,0.72,0.8,1.68,1.49,0,None,0,0.00413,0.4482,6.19
232.73,15.26,49.95,15.69,52.8,2.3,1.51,0.31,2.77,2.8,0,None,0,0.00706,0.4484,10.58
232.09,14.37,49.985,14.24,0,1.89,0.38,0.75,2.06,2.31,0,None,0,0.0042,0.4485,6.29
231.29,14.79,50.041,16.73,0,1.62,0.92,0.71,2,2.06,0,None,0,0.00487,0.4486,7.31
228.49,14.83,50.002,14.22,38.3,3.59,1.18,0.89,3.88,4.14,0,None,0,0.00495,0.4487,7.43
229.39,15.14,50.041,14.82,26.5,2.62,1.72,0.61,3.19,2.88,0,None,0,0.00566,0.4488,8.48
230.31,15.07,50.005,15.91,0,2.63,0.98,0.51,2.86,2.38,0,None,0,0.00333,0.4488,4.99
229.05,14.76,49.977,16.27,15.3,3.32,1.37,0.26,3.6,3.35,0,None,0,0.00537,0.449,8.05
230.87,14.73,50.038,16.32,39.9,2.48,1.17,0.43,2.78,2.66,0,None,0,0.00526,0.4491,7.88
231.08,14.67,50.006,15.63,47.3,1.54,1.58,0.9,2.38,2.4,0,None,0,0.0034,0.4491,5.11
230.8,14.6,50.029,15.48,0,1.47,1.35,0.65,2.1,1.99,0,None,0,0.00406,0.4492,6.1
230.8,14.6,49.968,15.14,0,2.58,1.53,0.58,3.05,2.5,1,None,0,0.00518,0.4493,7.77
228.64,15.03,50.031,15.28,49.1,0.76,0.98,0.92,1.55,1.31,0,None,0,0.00399,0.4494,5.99
231.4,14.74,50.032,14.22,0,1.95,0.79,0.87,2.28,2.59,0,None,0,0.0048,0.4495,7.2
228.96,14.85,50.009,14,17.5,0.7,1.35,0.42,1.57,1.31,0,None,0,0.00269,0.4495,4.03
228.59,15.01,49.976,14.65,0,2.06,1,0.9,2.46,2.03,0,None,0,0.00459,0.4496,6.89
230.8,15.36,49.999,14.52,42.6,2.51,1.21,0.19,2.8,3.37,0,None,0,0.00339,0.4497,5.08
231.82,14.65,50.018,14.29,0,2.17,1.33,0.71,2.64,2.17,0,None,0,0.00475,0.4498,7.12
243.81,26.39,50.007,15.21,50.7,2.56,1.7,0.69,3.15,2.63,1,None,0,0.01251,0.45,18.77
230.03,14.64,50.018,15.42,19.7,3.18,1.51,0.89,3.63,3.9,0,None,0,0.00455,0.4501,6.83
230.47,14.99,50.03,14.72,0,1.91,0.93,0.7,2.24,2.29,0,None,0,0.00406,0.4502,6.09
230.2,15.24,49.981,15.84,57,3.68,0.74,0.54,3.8,4.87,0,None,0,0.0049,0.4503,7.35
228.31,15.14,49.965,13.74,62,2.13,1.88,0.56,2.9,3.67,0,None,0,0.00573,0.4504,8.59
228.14,14.79,49.999,14.5,35.3,2.57,0.57,1.27,2.92,3.3,0,None,0,0.0042,0.4505,6.29
229.88,14.4,49.99,14.08,0,1.63,1.02,0.62,2.02,1.69,0,None,0,0.00259,0.4506,3.89
230.12,14.14,50.024,13.16,0,2.97,1.46,0.75,3.39,3.57,0,None,0,0.00465,0.4507,6.98
230.02,14.64,49.968,14.59,5.8,2.63,1.86,0.09,3.22,2.65,0,None,0,0.00484,0.4508,7.26
231.01,15.09,50.031,14.56,0,2.88,1.12,0.39,3.12,3.91,0,None,0,0.00531,0.4509,7.97
229.68,14.87,50.041,15.87,67.7,2.03,1.21,0.73,2.48,2.8,0,None,0,0.00472,0.451,7.08
230.84,14.92,50,15.16,5.8,1.25,0.85,0.2,1.52,1.65,0,None,0,0.00207,0.451,3.11
229.78,14.85,50.002,13.84,0,2.28,1.25,0.74,2.7,2.74,0,None,0,0.00293,0.4511,4.4
232.74,14.68,49.977,16.14,13.6,0.98,0.74,0.42,1.3,1.37,0,None,0,0.00423,0.4511,6.35
230.12,15.08,49.984,15.64,0,1.8,0.9,0.34,2.04,2.04,0,None,0,0.00293,0.4512,4.4
233.51,13.78,49.988,15.13,0,2.11,1.51,0.42,2.63,2.23,0,None,0,0.00553,0.4513,8.3
230.53,14.26,50.043,14.49,0,3.43,1.03,0.98,3.71,4.19,0,None,0,0.00622,0.4514,9.33
229.68,14.45,49.998,13.9,32.3,2.19,1.57,0.68,2.78,3.61,0,None,0,0.0031,0.4515,4.64
228.65,14.55,49.96,14.37,44.8,2.08,1.14,0.37,2.4,2.06,0,None,0,0.00527,0.4516,7.9
227.84,14.82,50.008,15.54,11.3,1.96,0.65,0.79,2.21,2.87,0,None,0,0.00401,0.4517,6.01
228.51,14.8,50.025,16.18,0,1.19,1.67,0.81,2.2,2.76,0,None,0,0.00441,0.4518,6.62
228.68,14.81,49.999,15.91,0,2.05,0.67,0.5,2.22,2.77,0,None,0,0.00312,0.4518,4.67
230.59,14.79,50.044,14.29,0,2.06,0.96,0.84,2.42,2.95,0,None,0,0.00501,0.4519,7.52
229.21,14.3,50.023,13.79,0,1.42,1.12,0.85,2,2.52,0,None,0,0.00368,0.452,5.52
230.28,14.37,49.969,14.8,23.2,1.29,1.6,0.81,2.21,2.04,0,None,0,0.00397,0.4521,5.95
231.92,14.76,49.983,13.28,18.4,1.71,0.99,0.43,2.02,2.06,0,None,0,0.0041,0.4522,6.16
229.87,14.7,50.007,14.95,61.6,2.04,0.83,0.31,2.22,2.31,0,None,0,0.00265,0.4522,3.97
233.12,14.36,49.95,14.58,50.2,1.73,1.27,0.18,2.15,1.79,0,None,0,0.00668,0.4524,10.02
228.24,14.91,50.01,14.33,0,1.37,1.11,0.44,1.82,2.35,0,None,0,0.00347,0.4524,5.21
229.77,15.12,49.947,13.43,32.8,2.17,1.01,0.51,2.45,2.81,0,None,0,0.00524,0.4525,7.86
229.19,15.12,50.031,15.12,0,2.32,1.29,0.53,2.71,2.78,0,None,0,0.00477,0.4526,7.16
231.4,14.78,50.027,14.29,27.8,2.07,0.72,0.59,2.27,2.94,0,None,0,0.00455,0.4527,6.82
226.64,14.78,50.015,13.78,0,1.66,0.51,1.03,2.02,1.89,0,None,0,0.00497,0.4528,7.46
227.84,14.93,49.98,12.42,0,2.36,2.06,0.52,3.17,3.07,0,None,0,0.0056,0.4529,8.39
229.84,14.49,50.005,14.7,11.2,1.89,1.24,0.59,2.33,2.09,0,None,0,0.00269,0.453,4.04
232.33,15.04,49.985,16.15,0,1.29,1.27,0.15,1.81,1.62,0,None,0,0.0041,0.4531,6.15
230.34,14.79,49.969,16.06,0,2.62,0.89,1.16,3,2.68,0,None,0,0.00477,0.4532,7.15
227.97,14.89,49.99,14.38,0,2.21,1.56,0.27,2.72,3.01,0,None,0,0.00455,0.4533,6.83
228.2,14.67,50.021,14.26,0,1.93,0.99,0.42,2.21,2.09,0,None,0,0.00443,0.4533,6.64
232.51,15.05,50.001,15.13,0,1.06,0.09,0.77,1.31,1.68,0,None,0,0.00302,0.4534,4.52
229.07,14.66,50.044,13.96,0,1.55,0.97,0.66,1.95,2.35,0,None,0,0.00473,0.4535,7.1
228.59,14.2,50.023,15,0,3.21,1.09,1.01,3.54,3.12,0,None,0,0.00561,0.4536,8.41
232.22,15.17,50.02,15.38,15.6,1.09,1.13,0.78,1.76,2.14,0,None,0,0.00419,0.4537,6.29
231.52,14.5,49.952,15.76,23.3,1.85,1.12,0.58,2.24,2.18,0,None,0,0.00564,0.4538,8.46
231.91,15.01,49.991,14.7,0,1.99,0.94,0.86,2.36,2.16,0,None,0,0.00404,0.4539,6.06
228.57,14.79,49.968,14.62,46.3,2.19,0.9,0.89,2.53,3.02,0,None,0,0.00506,0.454,7.59
227.71,15.02,49.995,14.09,15.9,1.1,1.08,0.43,1.6,1.97,0,None,0,0.00337,0.4541,5.05
230.2,14.95,49.979,14.14,0,2.1,0.54,0.84,2.33,2.98,0,None,0,0.0035,0.4541,5.25
230.5,14.76,49.989,14.63,0,0.99,0.42,0.54,1.2,1.22,0,None,0,0.0021,0.4542,3.15
230.55,14.81,50.032,15.11,0,2.06,1.24,0.57,2.47,2.67,0,None,0,0.00442,0.4543,6.63
232.22,14.8,50.014,15.55,0,1.61,1.25,0.64,2.13,2.36,0,None,0,0.00429,0.4543,6.44
227.4,14.18,50.03,14.18,44.5,1.48,1.55,0.5,2.2,2.45,0,None,0,0.00541,0.4544,8.12
231.29,14.85,49.952,16.03,27.4,2.5,1.1,0.49,2.78,2.78,0,None,0,0.00602,0.4546,9.03
228.36,14.52,50.002,14.63,56.1,1.86,0.72,0.85,2.17,1.9,0,None,0,0.00333,0.4546,4.99
231.28,14.69,50.029,14.83,0,2.28,0.42,0.22,2.33,1.95,0,None,0,0.00462,0.4547,6.93
229.29,14.49,50.045,14.26,53.8,2.3,0.84,0.33,2.48,3.1,0,None,0,0.0052,0.4548,7.8
228.78,14.19,49.954,12.93,0,2.76,1.37,0.77,3.18,3.12,0,None,0,0.0063,0.455,9.44
229.09,15.4,49.989,15.58,58.9,1.28,1.78,0.58,2.26,2.01,0,None,0,0.00339,0.455,5.08
227.83,14.99,50.031,15.47,0,2.55,1.22,0.85,2.95,3.81,0,None,0,0.00592,0.4551,8.88
230.06,14.75,49.994,14.66,28.3,2.01,0.71,0.69,2.24,2.69,0,None,0,0.00257,0.4552,3.85
228.84,14.94,49.973,14.95,59,1.77,0.85,0.27,1.98,2.56,0,None,0,0.0041,0.4553,6.16
231.18,14.59,49.954,15.32,0,1.31,0.86,0.62,1.68,1.58,0,None,0,0.00478,0.4554,7.17
230.96,14.79,49.972,13.67,8.7,2.36,1.04,0.73,2.68,2.77,0,None,0,0.00473,0.4555,7.1
232.53,14.63,49.949,14.5,51.6,1.45,1.65,0.66,2.29,2.76,0,None,0,0.00647,0.4556,9.71
230.55,14.98,50.002,15.57,0,2.31,1.68,0.48,2.9,3.12,0,None,0,0.00334,0.4557,5.01
230.78,14.52,50.027,13.94,0,3.16,1.13,0.53,3.4,3.32,0,None,0,0.00525,0.4558,7.87
232.1,14.88,49.962,15.19,85.7,2.59,1.27,0.46,2.92,2.57,0,None,0,0.00618,0.4559,9.27
190.02,14.6,50.008,19.06,0,6.77,3.13,0.27,7.47,8.07,0,Combined_Weather_Electrical,1,0.03393,0.4566,50.89
188.95,18.61,50.025,22.3,2.9,11.21,6.14,2.3,12.99,14.28,0,Combined_Weather_Electrical,1,0.04103,0.4574,61.54
191.05,19.15,50,18.3,21.4,12.9,8.11,3.63,15.67,18.18,0,Combined_Weather_Electrical,1,0.04107,0.4582,61.61
189.03,18.5,49.952,17.54,0,10.21,7.44,3.06,13,15.53,0,Combined_Weather_Electrical,1,0.04213,0.4591,63.2
193.85,19.03,50.012,20.41,0,12.98,7.11,3.32,15.17,13.03,0,Combined_Weather_Electrical,1,0.03933,0.4598,58.99
192.61,19.27,49.998,21.84,4.7,12.99,8.52,1.74,15.63,17.41,0,Combined_Weather_Electrical,1,0.04009,0.4606,60.14
233.25,18.47,49.995,14.37,0,9.62,5.94,1.32,11.38,13.55,0,Harmonic_Distortion,1,0.01373,0.4609,20.6
230.09,18.75,49.984,15.19,0,7.19,6.75,1.75,10.02,9.96,0,Harmonic_Distortion,1,0.0109,0.4611,16.35
230.83,19.08,50.003,15.96,9.8,9.73,6.65,3.6,12.33,11.56,0,Harmonic_Distortion,1,0.013,0.4614,19.5
229.31,18.57,50.015,14.24,0,10.68,6.02,2.4,12.49,12.99,0,Harmonic_Distortion,1,0.01371,0.4617,20.56
231.32,18.97,50.072,15.11,0,8.54,3.13,2,9.31,8.89,0,Harmonic_Distortion,1,0.01376,0.4619,20.64
228.18,19.36,50.003,15.42,63.8,9.8,4.44,3.12,11.2,11.81,0,Harmonic_Distortion,1,0.01256,0.4622,18.83
226.19,19.25,50.045,15.64,0,8.54,4.55,1.64,9.81,9.36,0,Harmonic_Distortion,1,0.01457,0.4625,21.85
228.81,18.86,50.011,15.24,57.2,9.45,6.29,3.14,11.78,11.91,0,Harmonic_Distortion,1,0.01309,0.4627,19.63
227.82,18.41,49.997,14.82,0,5.34,5.1,3.02,7.97,10.03,0,Harmonic_Distortion,1,0.00955,0.4629,14.32
232.22,14.53,50.004,14.46,0,2.22,1.77,0.27,2.85,3.59,0,None,0,0.00452,0.463,6.78
232.72,14.41,49.963,15.2,10.8,2.14,0.24,0.47,2.2,2.85,0,None,0,0.00581,0.4631,8.71
227.9,14.78,50.009,14.29,0,0.81,1.06,0.55,1.44,1.5,0,None,0,0.00327,0.4632,4.91
231.94,14.19,49.94,12.82,0,1.47,1.3,0.79,2.12,1.87,0,None,0,0.00637,0.4633,9.55
231.43,15.61,49.974,15.52,58.8,0.9,0.48,0.43,1.11,1.38,0,None,0,0.00333,0.4634,5
227.65,15.08,50.003,15.91,0,1.56,0.99,1.26,2.24,2.46,0,None,0,0.00394,0.4635,5.9
229.41,14.57,50.036,13.31,0,2.33,1.62,0.37,2.86,3.36,0,None,0,0.00503,0.4636,7.55
229.13,15.09,50.043,14.4,53.1,2.12,0.92,0.75,2.43,2.14,0,None,0,0.00514,0.4637,7.71
231.12,14.19,49.993,15.72,0,2.1,0.61,0.11,2.19,2.1,0,None,0,0.00328,0.4638,4.91
228.16,15.5,50.005,16.88,0,1.38,1.65,0.57,2.22,2.09,0,None,0,0.00366,0.4638,5.49
229.85,14.49,50.03,15.26,0,2.67,1.38,0.69,3.09,3.33,0,None,0,0.00466,0.4639,6.99
195.56,14.88,49.96,20.08,37.2,5.35,2.55,0.32,5.94,7.71,0,Combined_Weather_Electrical,1,0.03039,0.4645,45.59
197.05,14.1,50.012,21.1,0,6.51,2.81,0.97,7.16,7.92,0,Combined_Weather_Electrical,1,0.02926,0.4651,43.89
197.56,12.82,49.975,22.63,0,7.06,3.51,0.71,7.91,8.6,1,Combined_Weather_Electrical,1,0.03031,0.4657,45.47
195.75,14.45,49.995,20.58,19.5,4.36,4.01,0.52,5.95,7.02,0,Combined_Weather_Electrical,1,0.02854,0.4663,42.81
196.17,14.73,49.986,20.74,9,5.87,3.92,0.71,7.09,6.84,0,Combined_Weather_Electrical,1,0.02984,0.4669,44.77
199.05,14.48,50.013,22.38,0,4.72,2.56,0.45,5.38,4.99,0,Combined_Weather_Electrical,1,0.02622,0.4674,39.33
195.91,14.31,50.017,21.92,0,5.58,1.92,0.91,5.97,7.28,0,Combined_Weather_Electrical,1,0.02903,0.468,43.55
195.11,14.43,50.027,19.2,0,6.89,3.84,0.85,7.94,10.16,0,Combined_Weather_Electrical,1,0.03203,0.4686,48.05
230.88,14.83,50.01,16.67,7.5,2.29,1.64,0.69,2.9,2.93,0,None,0,0.00399,0.4687,5.99
229.78,14.3,50.005,15.65,0,1.94,1.11,0.75,2.36,1.94,0,None,0,0.00276,0.4688,4.13
227.88,14.47,50.056,15.2,8.1,1.92,1.56,0.23,2.48,2.21,0,None,0,0.00665,0.4689,9.97
233.35,14.97,49.954,15.18,27.3,2.31,1.07,0.97,2.73,3.35,0,None,0,0.00719,0.469,10.79
229.47,15.54,50.051,14.18,38.5,2.47,1.16,0.58,2.79,2.4,0,None,0,0.00568,0.4692,8.52
229.43,14.85,49.991,16.15,0,2.04,1.9,0.86,2.92,3.44,0,None,0,0.00372,0.4692,5.58
230.24,14.75,50.017,15.4,87.9,2.67,1.08,0.79,2.99,3.32,0,None,0,0.004,0.4693,6
232.6,14.68,49.99,15.33,30.7,2.4,1.06,0.85,2.75,3.2,0,None,0,0.00494,0.4694,7.4
227.48,14.81,49.979,18.05,0,0.93,0.45,0.34,1.09,1.01,0,None,0,0.00378,0.4695,5.67
230.41,14.76,50.015,15.75,43.6,1.16,1.48,0.37,1.91,1.55,0,None,0,0.00291,0.4695,4.36
233.13,15.3,50.031,14.92,94.6,2.71,0.92,1.16,3.09,2.53,0,None,0,0.00669,0.4697,10.04
230.19,14.73,50.014,15.2,0,1.85,1.26,0.22,2.25,2.62,0,None,0,0.00309,0.4697,4.63
228.15,15,49.984,16.47,0,2.1,1.07,0.33,2.38,2.63,0,None,0,0.0044,0.4698,6.6
229.07,14.59,50.108,15.66,0,2.68,1.02,0.61,2.94,3.58,0,None,0,0.00896,0.47,13.44
230.31,15.05,50.036,14.44,7.7,2,1.15,0.61,2.38,2.38,0,None,0,0.00439,0.4701,6.58
232,14.73,50.028,16.34,14.6,2.02,1.18,0.46,2.39,2.57,0,None,0,0.00509,0.4702,7.64
229.49,14.36,49.989,15.09,0,1.48,1.67,0.75,2.35,2.81,0,None,0,0.00322,0.4703,4.82
231.24,15.41,49.981,17.14,0,2.22,1.81,0.83,2.98,3.13,0,None,0,0.00473,0.4704,7.09
227.85,14.18,49.992,16.52,0,2.35,1.46,0.6,2.83,3.67,0,None,0,0.00466,0.4705,6.98
227.83,14.5,50.032,15.31,14.9,1.65,1.71,0.53,2.44,2.85,0,None,0,0.00547,0.4706,8.21
229.28,14.78,49.97,16.71,58.2,1.45,1.54,0.59,2.2,2.51,0,None,0,0.00415,0.4706,6.23
232.16,15.44,49.968,15.76,0,3.58,1.4,0.48,3.87,4.65,0,None,0,0.00688,0.4708,10.32
230.1,15.33,50.016,16.41,17.6,1.94,1.78,0.18,2.64,3.14,0,None,0,0.00352,0.4709,5.28
230.43,15.15,50.01,16.13,0,1.59,0.68,0.68,1.86,1.69,0,None,0,0.00262,0.4709,3.93
230.42,14.63,49.977,15.08,18.3,2.42,0.93,0.79,2.71,2.46,0,None,0,0.00414,0.471,6.21
231.66,15.39,49.967,15.26,0,1.97,0.87,0.56,2.23,2.46,0,None,0,0.00495,0.4711,7.42
229.08,14.84,50.043,16.62,0,1.35,1.08,0.03,1.73,1.76,0,None,0,0.00448,0.4712,6.72
231.03,14.97,50.011,15.55,0,2.29,1.47,0.46,2.76,3.41,0,None,0,0.00397,0.4713,5.96
228.75,14.73,49.959,15.51,0,1.49,0.75,0.83,1.86,1.76,0,None,0,0.00472,0.4713,7.08
232.97,14.7,49.961,15.09,15.3,2.95,1.4,0.24,3.27,3.16,0,None,0,0.00715,0.4715,10.73
228.8,14.63,49.989,16.21,0,2.3,0.97,0.77,2.61,2.3,0,None,0,0.00393,0.4716,5.9
228.68,14.71,50.022,17.54,0,1.83,1.06,0.49,2.17,2.81,0,None,0,0.00414,0.4717,6.21
230.82,14.84,50.018,15.05,0,2.07,1.28,0.6,2.5,2.15,0,None,0,0.00393,0.4717,5.9
230.12,14.81,50.034,15.94,0,2.54,1.87,0.43,3.19,4.11,0,None,0,0.00496,0.4718,7.44
230.49,15.03,49.955,17.07,71.9,2.11,0.92,0.32,2.32,2.68,0,None,0,0.00488,0.4719,7.32
195.29,15.15,50.007,15.9,0,3.27,1.17,0.96,3.61,3.04,0,Voltage_Sag,1,0.02658,0.4725,39.86
193.62,13.83,50.043,16.34,0,2.68,0.77,0.8,2.9,2.54,0,Voltage_Sag,1,0.02877,0.473,43.16
197.05,14.81,50.04,15.15,0,2.29,0.91,0.76,2.58,2.49,0,Voltage_Sag,1,0.02607,0.4736,39.1
196.14,15.22,50.011,16.36,28.6,1.44,0.77,0.83,1.83,1.7,0,Voltage_Sag,1,0.02445,0.474,36.67
196.73,15.13,50.07,15.89,8.8,1.91,1.3,0.73,2.42,3.12,0,Voltage_Sag,1,0.02764,0.4746,41.46
194.33,14.72,50.018,16.85,0,2.29,1.37,0.84,2.79,3.09,0,Voltage_Sag,1,0.02697,0.4751,40.46
195.53,14.99,50.031,17.03,17.6,1.51,1.47,0.43,2.15,1.8,0,Voltage_Sag,1,0.0262,0.4757,39.29
195.25,15.14,50.001,18.17,3.2,2.78,0.9,0.94,3.07,3.26,0,Voltage_Sag,1,0.02579,0.4762,38.69
196.44,15.22,49.977,16.58,4.1,1.42,1.4,0.92,2.2,2.74,0,Voltage_Sag,1,0.02526,0.4767,37.88
196.48,14.63,49.974,16.4,0,1.62,1.25,0.7,2.16,2.17,0,Voltage_Sag,1,0.02533,0.4772,38
195.25,14.8,50.005,16.32,0,1.66,1.18,0.53,2.1,2.38,0,Voltage_Sag,1,0.02504,0.4777,37.56
193.07,15.25,49.994,15.9,5.4,2.45,0.7,0.29,2.56,3.04,0,Voltage_Sag,1,0.02696,0.4782,40.44
232.67,14.09,49.947,16.47,0,1.52,1.26,0.66,2.08,1.86,0,None,0,0.00647,0.4784,9.71
230.83,14.78,49.969,15.99,72.7,0.92,1.27,1.02,1.87,2.3,0,None,0,0.00396,0.4784,5.94
229.09,15.16,49.99,16.38,0,2.65,1.24,0.31,2.94,3.02,0,None,0,0.00402,0.4785,6.03
230.61,15.34,50.022,17.32,61.4,1.73,1.36,0.85,2.36,1.96,0,None,0,0.00385,0.4786,5.78
227.73,14.83,50,15.48,0,1.36,1.48,0.48,2.06,2.56,0,None,0,0.00357,0.4787,5.35
231.58,14.67,49.998,17.22,12,1.55,0.76,0.5,1.8,1.94,0,None,0,0.00294,0.4787,4.4
227.79,14.64,49.97,17.38,33.3,3.03,1.11,0.31,3.24,2.92,0,None,0,0.00616,0.4788,9.24
229.67,14.54,50.001,16.26,0,1.61,1.41,0.41,2.17,2.08,0,None,0,0.00242,0.4789,3.64
230.37,15.24,50.04,14.67,34.6,1.93,1.09,0.76,2.34,2.54,0,None,0,0.00456,0.479,6.84
167.38,14.51,50.005,15.91,0,1.73,1.58,0.79,2.48,2.45,0,Voltage_Sag,1,0.04355,0.4799,65.33
166.37,14.8,49.955,17.45,0,1.26,1.24,0.66,1.88,1.73,0,Voltage_Sag,1,0.04564,0.4808,68.47
166.94,14.49,49.962,16.42,0,1.55,0.42,0.47,1.68,1.74,0,Voltage_Sag,1,0.04468,0.4817,67.02
166.22,14.94,50.018,15.66,0,1.22,1.54,0.32,1.99,1.77,0,Voltage_Sag,1,0.04446,0.4826,66.7
229.95,14.54,49.993,16.08,0,2.57,1.15,0.62,2.89,2.66,0,None,0,0.00325,0.4826,4.88
230.13,14.79,49.998,17.18,15.4,2.06,0.49,0.51,2.18,2.64,0,None,0,0.00237,0.4827,3.56
229.72,14.36,49.982,16.96,28.1,3.49,1.1,0.65,3.72,3.4,0,None,0,0.00482,0.4828,7.23
227.47,14.27,50.015,16.36,9.6,1.57,0.69,0.52,1.8,2.06,0,None,0,0.0042,0.4828,6.3
228.85,14.72,49.991,16.28,0,1.48,1.5,0.53,2.18,2.01,0,None,0,0.00338,0.4829,5.07
230.37,14.38,49.994,16.28,14.8,2.92,1.19,0.64,3.22,2.91,0,None,0,0.00374,0.483,5.6
229.63,15.33,49.974,15.88,0,2.63,0.83,0.69,2.85,2.64,0,None,0,0.00437,0.4831,6.55
229.77,14.33,50.028,17.93,37.4,2.23,1.52,0.91,2.85,2.95,0,None,0,0.00438,0.4832,6.58
229.51,14.6,49.993,16.41,31.1,1.33,1.38,0.52,1.99,1.74,0,None,0,0.00264,0.4832,3.95
228.7,14.79,50.018,17.66,0,3.05,1.11,0.74,3.32,2.84,0,None,0,0.00508,0.4833,7.62
157.34,14.69,49.964,17.93,0,1.96,0.7,1.05,2.33,2.74,0,Voltage_Sag,1,0.05151,0.4843,77.26
157.53,14.45,50.052,17.53,0,1.74,0.86,0.74,2.08,1.69,0,Voltage_Sag,1,0.05194,0.4854,77.91
157.86,14.43,50.038,16.41,0,2.69,0.86,0.89,2.96,2.94,0,Voltage_Sag,1,0.05192,0.4864,77.89
158.25,14.46,49.943,17.1,0,1.99,1.5,0.44,2.53,2.52,0,Voltage_Sag,1,0.05218,0.4875,78.27
157.66,14.7,49.976,16.79,6.2,1.3,0.53,0.42,1.47,1.83,0,Voltage_Sag,1,0.04984,0.4885,74.77
